     1  1.0000000000000000E-03 -4.9989999999999997E+00  2.5000000000000000E-01  0.0000000000000000E+00  0.0000000000000000E+00 -2.7732538324831804E+01  5.7260240589679485E+00 -0.0000000000000000E+00 -0.0000000000000000E+00  3.8025398927881020E-05  1.8416632941541423E-04
     2  2.0000000000000000E-03 -4.9979994999999997E+00  2.5000050000000001E-01  0.0000000000000000E+00  0.0000000000000000E+00 -2.8573908716206827E+01  4.8921789074916147E+00 -1.5624999999998276E-04 -1.5624999999999998E-04  3.2480692067824239E-05  1.8971103627547041E-04
     3  3.0000000000000001E-03 -4.9969985000000001E+00  2.5000149999999999E-01  0.0000000000000000E+00  0.0000000000000000E+00 -2.9415893465391296E+01  4.0579911173577008E+00 -1.5624999999998276E-04 -1.5624999999999998E-04  2.6935985207767465E-05  1.9525574313552659E-04
     4  4.0000000000000001E-03 -4.9959970000000000E+00  2.5000299999999998E-01  0.0000000000000000E+00  0.0000000000000000E+00 -3.0258482591275921E+01  3.2234371163191140E+00 -1.5624999999998276E-04 -1.5624999999999998E-04  2.1391278347710697E-05  2.0080044999558274E-04
     5  5.0000000000000001E-03 -4.9949950000000003E+00  2.5000499999999998E-01  0.0000000000000000E+00  0.0000000000000000E+00 -3.1101665145474954E+01  2.3884968642983431E+00 -1.5624999999998276E-04 -1.5624999999999998E-04  1.5846571487653919E-05  2.0634515685563891E-04
     6  6.0000000000000001E-03 -4.9939925000000001E+00  2.5000749999999999E-01  0.0000000000000000E+00  0.0000000000000000E+00 -3.1945429543024421E+01  1.5531535338766818E+00 -1.5624999999998276E-04 -1.5624999999999998E-04  1.0301864627597152E-05  2.1188986371569509E-04
     7  7.0000000000000001E-03 -4.9929895000000002E+00  2.5001049999999997E-01  0.0000000000000000E+00  0.0000000000000000E+00 -3.2789763833420622E+01  7.1739318776646910E-01 -1.5624999999998276E-04 -1.5624999999999998E-04  4.7571577675403771E-06  2.1743457057575122E-04
     8  8.0000000000000002E-03 -4.9919859999999998E+00  2.5001399999999996E-01  0.0000000000000000E+00  0.0000000000000000E+00 -3.3634655918201574E+01 -1.1879553584573194E-01 -1.5624999999998276E-04 -1.5624999999999998E-04 -7.8754909251639562E-07  2.2297927743580737E-04
     9  9.0000000000000011E-03 -4.9909819999999998E+00  2.5001799999999996E-01  0.0000000000000000E+00  0.0000000000000000E+00 -3.4480093721933770E+01 -9.5542172253272728E-01 -1.5624999999998276E-04 -1.5624999999999998E-04 -6.3322559525731675E-06  2.2852398429586355E-04
    10  1.0000000000000002E-02 -4.9899775000000002E+00  2.5002249999999998E-01  0.0000000000000000E+00  0.0000000000000000E+00 -3.5326065323505283E+01 -1.7924924606184243E+00 -1.5624999999998276E-04 -1.5625000000000011E-04 -1.1876962812629948E-05  2.3406869115591975E-04
    11  1.1000000000000003E-02 -4.9889725000000000E+00  2.5002749999999996E-01  0.0000000000000000E+00  0.0000000000000000E+00 -3.6172559054260809E+01 -2.6300130972520508E+00 -1.5624999999998276E-04 -1.5625000000000011E-04 -1.7421669672686724E-05  2.3961339801597585E-04
    12  1.2000000000000004E-02 -4.9879670000000003E+00  2.5003299999999995E-01  0.0000000000000000E+00  0.0000000000000000E+00 -3.7019563568915224E+01 -3.4679874704997427E+00 -1.5624999999998276E-04 -1.5625000000000011E-04 -2.2966376532743502E-05  2.4515810487603200E-04
    13  1.3000000000000005E-02 -4.9869610000000000E+00  2.5003899999999996E-01  0.0000000000000000E+00  0.0000000000000000E+00 -3.7867067894472413E+01 -4.3064181175464746E+00 -1.5624999999998276E-04 -1.5625000000000011E-04 -2.8511083392800280E-05  2.5070281173608823E-04
    14  1.4000000000000005E-02 -4.9859545000000001E+00  2.5004549999999998E-01  0.0000000000000000E+00  0.0000000000000000E+00 -3.8715061461641739E+01 -5.1453064598924048E+00 -1.5624999999998276E-04 -1.5625000000000011E-04 -3.4055790252857061E-05  2.5624751859614441E-04
    15  1.5000000000000006E-02 -4.9849474999999996E+00  2.5005249999999996E-01  0.0000000000000000E+00  0.0000000000000000E+00 -3.9563534122537142E+01 -5.9846529669320718E+00 -1.5624999999998276E-04 -1.5625000000000011E-04 -3.9600497112913835E-05  2.6179222545620048E-04
    16  1.6000000000000007E-02 -4.9839399999999996E+00  2.5005999999999995E-01  0.0000000000000000E+00  0.0000000000000000E+00 -4.0412476157797187E+01 -6.8244572995933295E+00 -1.5624999999998276E-04 -1.5625000000000011E-04 -4.5145203972970617E-05  2.6733693231625666E-04
    17  1.7000000000000008E-02 -4.9829319999999999E+00  2.5006799999999996E-01  0.0000000000000000E+00  0.0000000000000000E+00 -4.1261878275690648E+01 -7.6647184358439047E+00 -1.5624999999998276E-04 -1.5625000000000011E-04 -5.0689910833027384E-05  2.7288163917631289E-04
    18  1.8000000000000009E-02 -4.9819234999999997E+00  2.5007649999999998E-01  0.0000000000000000E+00  0.0000000000000000E+00 -4.2111731605278358E+01 -8.5054347798942267E+00 -1.5624999999998276E-04 -1.5625000000000011E-04 -5.6234617693084172E-05  2.7842634603636901E-04
    19  1.9000000000000010E-02 -4.9809144999999999E+00  2.5008549999999996E-01  0.0000000000000000E+00  0.0000000000000000E+00 -4.2962027685282692E+01 -9.3466042568718404E+00 -1.5624999999998276E-04 -1.5625000000000011E-04 -6.1779324553140947E-05  2.8397105289642519E-04
    20  2.0000000000000011E-02 -4.9799049999999996E+00  2.5009499999999996E-01  0.0000000000000000E+00  0.0000000000000000E+00 -4.3812758449968932E+01 -1.0188224394642887E+01 -1.5624999999998276E-04 -1.5625000000000011E-04 -6.7324031413197735E-05  2.8951575975648137E-04
    21  2.1000000000000012E-02 -4.9788949999999996E+00  2.5010499999999997E-01  0.0000000000000000E+00  0.0000000000000000E+00 -4.4663916213055082E+01 -1.1030292394329404E+01 -1.5624999999998276E-04 -1.5625000000000011E-04 -7.2868738273254495E-05  2.9506046661653755E-04
